,question,answer,document
148,Natal em Evergreen: Boas Notícias,https://globoplay.globo.com/natal-em-evergreen-boas-noticias/t/MVtR9Vpr5F/,https://globoplay.globo.com/categorias/filmes-de-comedia/
149,O Shaolin Do Sertão,https://globoplay.globo.com/o-shaolin-do-sertao/t/nVSYM8mBjF/,https://globoplay.globo.com/categorias/filmes-de-comedia/
150,Uma Loucura de Mulher,https://globoplay.globo.com/uma-loucura-de-mulher/t/jWVR9NWNsx/,https://globoplay.globo.com/categorias/filmes-de-comedia/
151,Ace Ventura 2 - Um Maluco Na Africa,https://globoplay.globo.com/ace-ventura-2-um-maluco-na-africa/t/cWnrsMB91F/,https://globoplay.globo.com/categorias/filmes-de-comedia/
152,Tudo Por Um Pop Star,https://globoplay.globo.com/tudo-por-um-pop-star/t/mPQDRvGTfB/,https://globoplay.globo.com/categorias/filmes-de-comedia/
153,Um Diabo Diferente,https://globoplay.globo.com/um-diabo-diferente/t/n892DHChtK/,https://globoplay.globo.com/categorias/filmes-de-comedia/
154,Magnatas do Crime,https://globoplay.globo.com/magnatas-do-crime/t/V2Shk2dJYQ/,https://globoplay.globo.com/categorias/filmes-de-comedia/
155,Loucas De Alegria,https://globoplay.globo.com/loucas-de-alegria/t/2VMVFKJBtQ/,https://globoplay.globo.com/categorias/filmes-de-comedia/
156,Operação Natal,https://globoplay.globo.com/operacao-natal/t/RXdyjWGGXm/,https://globoplay.globo.com/categorias/filmes-de-comedia/
157,Como Se Tornar O Pior Aluno Da Escola,https://globoplay.globo.com/como-se-tornar-o-pior-aluno-da-escola/t/bGPv7DhMDz/,https://globoplay.globo.com/categorias/filmes-de-comedia/
158,Houve Uma Vez Dois Verões,https://globoplay.globo.com/houve-uma-vez-dois-veroes/t/HC1X28ZGdj/,https://globoplay.globo.com/categorias/filmes-de-comedia/
159,Casa da Mãe Joana,https://globoplay.globo.com/casa-da-mae-joana/t/fNqGQ9Ppzr/,https://globoplay.globo.com/categorias/filmes-de-comedia/
160,Malasartes E O Duelo Com A Morte,https://globoplay.globo.com/malasartes-e-o-duelo-com-a-morte/t/Hs9ypGRnMG/,https://globoplay.globo.com/categorias/filmes-de-comedia/
161,A Vida de Outra Mulher,https://globoplay.globo.com/a-vida-de-outra-mulher/t/GzrNtk7ndz/,https://globoplay.globo.com/categorias/filmes-de-comedia/
162,Mickey Olhos Azuis,https://globoplay.globo.com/mickey-olhos-azuis/t/BwDHKYPSY9/,https://globoplay.globo.com/categorias/filmes-de-comedia/
163,Bate Coração,https://globoplay.globo.com/bate-coracao/t/FJtrQ2pgG8/,https://globoplay.globo.com/categorias/filmes-de-comedia/
164,Bill & Ted: Encare a Música,https://globoplay.globo.com/bill-ted-encare-a-musica/t/vCDW1JmcFd/,https://globoplay.globo.com/categorias/filmes-de-comedia/
165,Nunca Beije Um Homem Em Um Suéter de Natal,https://globoplay.globo.com/nunca-beije-um-homem-em-um-sueter-de-natal/t/512rBWKLNc/,https://globoplay.globo.com/categorias/filmes-de-comedia/
166,Meio Expediente,https://globoplay.globo.com/meio-expediente/t/5KwRynftjJ/,https://globoplay.globo.com/categorias/filmes-de-comedia/
167,Um Amável Pão-Duro,https://globoplay.globo.com/um-amavel-pao-duro/t/jQTzR7Q1NS/,https://globoplay.globo.com/categorias/filmes-de-comedia/
168,Um Homem Só,https://globoplay.globo.com/um-homem-so/t/RFwMKSdGYh/,https://globoplay.globo.com/categorias/filmes-de-comedia/
