,question,answer,document
171,Quanto Mais Quente Melhor,https://globoplay.globo.com/quanto-mais-quente-melhor/t/BLKVfmk1Wb/,https://globoplay.globo.com/categorias/filmes-romanticos/
172,O Melhor de Mim,https://globoplay.globo.com/o-melhor-de-mim/t/QzTkQdZRRy/,https://globoplay.globo.com/categorias/filmes-romanticos/
173,Outono Em Nova York,https://globoplay.globo.com/outono-em-nova-york/t/KkvptWmH5T/,https://globoplay.globo.com/categorias/filmes-romanticos/
174,Querido John,https://globoplay.globo.com/querido-john/t/7nPZpkxk2k/,https://globoplay.globo.com/categorias/filmes-romanticos/
175,A Filha do Pastor,https://globoplay.globo.com/a-filha-do-pastor/t/pJ8xZGHs2y/,https://globoplay.globo.com/categorias/filmes-romanticos/
176,No Topo do Mundo,https://globoplay.globo.com/no-topo-do-mundo/t/chzNkvtdHs/,https://globoplay.globo.com/categorias/filmes-romanticos/
177,Armações Do Amor,https://globoplay.globo.com/armacoes-do-amor/t/kjdbSThV5H/,https://globoplay.globo.com/categorias/filmes-romanticos/
178,Apenas Uma Noite,https://globoplay.globo.com/apenas-uma-noite/t/rY7wkJdzdp/,https://globoplay.globo.com/categorias/filmes-romanticos/
179,Retrato do Amor,https://globoplay.globo.com/retrato-do-amor/t/ZV5dc9MSj5/,https://globoplay.globo.com/categorias/filmes-romanticos/
180,Um Lugar Chamado Notting Hill,https://globoplay.globo.com/um-lugar-chamado-notting-hill/t/7qYg8BDhGS/,https://globoplay.globo.com/categorias/filmes-romanticos/
